Glucose=149999973420000
Hydrogen=0
Nitrate=142087324160000
Carbon Dioxide=156282839
Ammonium Ion=0
Accetate=63480
Ammonium=6370
::
'Algae', -5.0, 1050, 0.0, 14, 72
'Algae', 1.0, 990, 0.0, 14, 20
'Algae', -5.0, 1050, 0.0, 65, 92
'Algae', 1.0, 990, 0.0, 14, 11
'Algae', -5.0, 1050, 0.0, 56, 61
'Algae', 1.0, 990, 0.0, 81, 29
'Algae', -5.0, 1050, 0.0, 46, 35
'Algae', 1.0, 990, 0.0, 22, 62
'Algae', -5.0, 1050, 0.0, 89, 90
'Algae', 1.0, 990, 0.0, 86, 50
'Algae', -5.0, 1050, 0.0, 66, 78
'Algae', 1.0, 990, 0.0, 58, 93
'Algae', -5.0, 1050, 0.0, 85, 89
'Algae', 1.0, 990, 0.0, 57, 42
'Algae', -5.0, 1050, 0.0, 40, 98
'Algae', 1.0, 990, 0.0, 84, 76
'Algae', -5.0, 1050, 0.0, 84, 50
'Algae', 1.0, 990, 0.0, 93, 17
'Algae', -5.0, 1050, 0.0, 69, 42
'Algae', 1.0, 990, 0.0, 47, 95
'Algae', -5.0, 1050, 0.0, 10, 39
'Algae', 1.0, 990, 0.0, 69, 50
'Algae', -5.0, 1050, 0.0, 32, 66
'Algae', 1.0, 990, 0.0, 61, 5
'Algae', -5.0, 1050, 0.0, 57, 46
'Algae', 1.0, 990, 0.0, 100, 29
'Algae', -5.0, 1050, 0.0, 19, 36
'Algae', 1.0, 990, 0.0, 27, 2
'Algae', -5.0, 1050, 0.0, 94, 3
'Algae', 1.0, 990, 0.0, 84, 24
'Algae', -5.0, 1050, 0.0, 100, 79
'Algae', 1.0, 990, 0.0, 50, 65
'Algae', -5.0, 1050, 0.0, 95, 26
'Algae', 1.0, 990, 0.0, 69, 63
'Algae', -5.0, 1050, 0.0, 83, 58
'Algae', 1.0, 990, 0.0, 8, 51
'Algae', -5.0, 1050, 0.0, 28, 78
'Algae', 1.0, 990, 0.0, 75, 94
'Algae', -5.0, 1050, 0.0, 89, 28
'Algae', 1.0, 990, 0.0, 36, 50
'Algae', -5.0, 1050, 0.0, 6, 26
'Algae', 1.0, 990, 0.0, 18, 94
'Algae', -5.0, 1050, 0.0, 2, 40
'Algae', 1.0, 990, 0.0, 31, 65
'Algae', -5.0, 1050, 0.0, 14, 53
'Algae', 1.0, 990, 0.0, 88, 67
'Algae', -5.0, 1050, 0.0, 23, 86
'Algae', 1.0, 990, 0.0, 34, 57
'Algae', -5.0, 1050, 0.0, 97, 84
'Algae', 1.0, 990, 0.0, 8, 21
'Algae', -5.0, 1050, 0.0, 39, 37
'Algae', 1.0, 990, 0.0, 6, 55
'Algae', -5.0, 1050, 0.0, 61, 24
'Algae', 1.0, 990, 0.0, 38, 8
'Algae', -5.0, 1050, 0.0, 23, 83
'Algae', 1.0, 990, 0.0, 16, 70
'Algae', -5.0, 1050, 0.0, 25, 28
'Algae', 1.0, 990, 0.0, 64, 43
'Algae', -5.0, 1050, 0.0, 71, 79
'Algae', 1.0, 990, 0.0, 9, 67
'Algae', -5.0, 1050, 0.0, 60, 64
'Algae', 1.0, 990, 0.0, 93, 90
'Algae', -5.0, 1050, 0.0, 87, 28
'Algae', 1.0, 990, 0.0, 22, 25
'Algae', -5.0, 1050, 0.0, 7, 53
'Algae', 1.0, 990, 0.0, 69, 69
'Algae', -5.0, 1050, 0.0, 95, 26
'Algae', 1.0, 990, 0.0, 24, 26
'Algae', -5.0, 1050, 0.0, 82, 61
'Algae', 1.0, 990, 0.0, 69, 2
'Algae', -5.0, 1050, 0.0, 72, 32
'Algae', 1.0, 990, 0.0, 55, 85
'Algae', -5.0, 1050, 0.0, 39, 63
'Algae', 1.0, 990, 0.0, 19, 13
'Algae', -5.0, 1050, 0.0, 47, 11
'Algae', 1.0, 990, 0.0, 5, 40
'Algae', -5.0, 1050, 0.0, 86, 51
'Algae', 1.0, 990, 0.0, 66, 69
'Algae', -5.0, 1050, 0.0, 41, 47
'Algae', 1.0, 990, 0.0, 35, 76
'Algae', -5.0, 1050, 0.0, 10, 38
'Algae', 1.0, 990, 0.0, 4, 82
'Algae', -5.0, 1050, 0.0, 87, 58
'Algae', 1.0, 990, 0.0, 82, 76
'Algae', -5.0, 1050, 0.0, 79, 87
'Algae', 1.0, 990, 0.0, 91, 95
'Algae', -5.0, 1050, 0.0, 58, 18
'Algae', 1.0, 990, 0.0, 87, 89
'Algae', -5.0, 1050, 0.0, 11, 19
'Algae', 1.0, 990, 0.0, 72, 4
'Algae', -5.0, 1050, 0.0, 73, 6
'Algae', 1.0, 990, 0.0, 9, 100
'Algae', -5.0, 1050, 0.0, 41, 47
'Algae', 1.0, 990, 0.0, 85, 18
'Algae', -5.0, 1050, 0.0, 72, 13
